  idx        ==1700A==         |        ==1800A==         |        ==1900A==         |        ==2000A==         |        ==2100A==         |        ==2200A==         |        ==2300A==         |        ==2400A==         |        ==2500A==         |        ==2600A==         |        ==2700A==         |  
          Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |  
-----  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  
  842     2.5875     2.73e-11  |     2.2504     5.01e-11  |     1.9132     9.21e-11  |     1.5761     2.04e-10  |     1.3233     3.13e-10  |     1.0957     4.86e-10  |     0.8934     6.52e-10  |     0.6996     9.05e-10  |     0.5057     1.49e-09  |     0.3540     1.52e-09  |     0.1938     2.34e-09  |  
  843     2.5906     2.95e-11  |     2.2531     4.76e-11  |     1.9155     9.59e-11  |     1.5780     1.80e-10  |     1.3248     3.04e-10  |     1.0970     4.80e-10  |     0.8945     6.17e-10  |     0.7004     8.51e-10  |     0.5063     1.47e-09  |     0.3544     1.57e-09  |     0.1941     2.27e-09  |  
  844     2.5937     2.63e-11  |     2.2557     5.02e-11  |     1.9178     9.43e-11  |     1.5799     1.87e-10  |     1.3264     3.03e-10  |     1.0983     4.63e-10  |     0.8955     6.41e-10  |     0.7012     8.58e-10  |     0.5069     1.37e-09  |     0.3548     1.59e-09  |     0.1943     2.30e-09  |  
  845     2.5968     2.69e-11  |     2.2584     5.00e-11  |     1.9201     9.39e-11  |     1.5817     2.02e-10  |     1.3280     3.05e-10  |     1.0996     4.75e-10  |     0.8966     6.05e-10  |     0.7020     8.84e-10  |     0.5075     1.46e-09  |     0.3553     1.54e-09  |     0.1945     2.38e-09  |  
  846     2.5998     2.45e-11  |     2.2611     4.84e-11  |     1.9223     9.36e-11  |     1.5836     1.87e-10  |     1.3296     2.99e-10  |     1.1009     4.67e-10  |     0.8977     6.54e-10  |     0.7029     8.28e-10  |     0.5081     1.45e-09  |     0.3557     1.49e-09  |     0.1948     2.38e-09  |  
  847     2.6029     2.76e-11  |     2.2637     4.67e-11  |     1.9246     9.17e-11  |     1.5855     1.73e-10  |     1.3311     3.09e-10  |     1.1022     4.48e-10  |     0.8987     6.30e-10  |     0.7037     8.76e-10  |     0.5087     1.43e-09  |     0.3561     1.42e-09  |     0.1950     2.34e-09  |  
  848     2.6060     2.49e-11  |     2.2664     4.91e-11  |     1.9269     8.61e-11  |     1.5874     1.84e-10  |     1.3327     3.24e-10  |     1.1035     4.26e-10  |     0.8998     6.37e-10  |     0.7045     8.20e-10  |     0.5093     1.44e-09  |     0.3565     1.40e-09  |     0.1952     2.37e-09  |  
  849     2.6090     2.47e-11  |     2.2691     4.86e-11  |     1.9292     8.70e-11  |     1.5892     1.91e-10  |     1.3343     3.02e-10  |     1.1048     4.49e-10  |     0.9008     6.04e-10  |     0.7054     8.68e-10  |     0.5099     1.41e-09  |     0.3569     1.51e-09  |     0.1955     2.20e-09  |  
  850     2.6121     2.56e-11  |     2.2718     4.73e-11  |     1.9314     8.89e-11  |     1.5911     1.76e-10  |     1.3358     3.09e-10  |     1.1061     4.41e-10  |     0.9019     5.96e-10  |     0.7062     8.18e-10  |     0.5105     1.37e-09  |     0.3574     1.53e-09  |     0.1957     2.38e-09  |  
  851     2.6152     2.46e-11  |     2.2744     4.48e-11  |     1.9337     8.87e-11  |     1.5930     1.86e-10  |     1.3374     2.94e-10  |     1.1074     4.33e-10  |     0.9030     5.95e-10  |     0.7070     7.98e-10  |     0.5111     1.36e-09  |     0.3578     1.49e-09  |     0.1959     2.21e-09  |  
  852     2.6183     2.44e-11  |     2.2771     4.15e-11  |     1.9360     8.51e-11  |     1.5948     1.79e-10  |     1.3390     2.89e-10  |     1.1087     4.42e-10  |     0.9040     5.58e-10  |     0.7079     8.49e-10  |     0.5117     1.30e-09  |     0.3582     1.50e-09  |     0.1962     2.20e-09  |  
  853     2.6213     2.53e-11  |     2.2798     4.58e-11  |     1.9383     8.52e-11  |     1.5967     1.91e-10  |     1.3405     3.08e-10  |     1.1100     4.19e-10  |     0.9051     5.91e-10  |     0.7087     8.24e-10  |     0.5123     1.31e-09  |     0.3586     1.45e-09  |     0.1964     2.13e-09  |  
  854     2.6244     2.49e-11  |     2.2825     4.39e-11  |     1.9405     8.59e-11  |     1.5986     1.80e-10  |     1.3421     2.89e-10  |     1.1113     4.27e-10  |     0.9062     5.81e-10  |     0.7095     8.10e-10  |     0.5129     1.28e-09  |     0.3590     1.39e-09  |     0.1966     2.09e-09  |  
  855     2.6275     2.26e-11  |     2.2851     4.13e-11  |     1.9428     8.36e-11  |     1.6004     1.81e-10  |     1.3437     2.66e-10  |     1.1126     4.18e-10  |     0.9072     6.42e-10  |     0.7104     7.97e-10  |     0.5135     1.28e-09  |     0.3595     1.44e-09  |     0.1968     2.15e-09  |  
  856     2.6305     2.54e-11  |     2.2878     4.34e-11  |     1.9451     8.65e-11  |     1.6023     1.83e-10  |     1.3453     2.81e-10  |     1.1139     4.11e-10  |     0.9083     5.77e-10  |     0.7112     7.53e-10  |     0.5141     1.32e-09  |     0.3599     1.39e-09  |     0.1971     2.15e-09  |  
  857     2.6336     2.40e-11  |     2.2905     4.18e-11  |     1.9473     8.29e-11  |     1.6042     1.72e-10  |     1.3468     2.85e-10  |     1.1152     4.05e-10  |     0.9093     5.70e-10  |     0.7120     8.10e-10  |     0.5147     1.30e-09  |     0.3603     1.38e-09  |     0.1973     2.11e-09  |  
  858     2.6367     2.30e-11  |     2.2931     4.34e-11  |     1.9496     8.07e-11  |     1.6061     1.77e-10  |     1.3484     2.76e-10  |     1.1165     4.37e-10  |     0.9104     5.60e-10  |     0.7128     7.66e-10  |     0.5153     1.35e-09  |     0.3607     1.30e-09  |     0.1975     2.16e-09  |  
  859     2.6398     2.43e-11  |     2.2958     4.02e-11  |     1.9519     8.20e-11  |     1.6079     1.64e-10  |     1.3500     2.67e-10  |     1.1178     4.18e-10  |     0.9114     5.47e-10  |     0.7137     7.71e-10  |     0.5159     1.32e-09  |     0.3611     1.35e-09  |     0.1978     2.06e-09  |  
  860     2.6428     2.33e-11  |     2.2985     4.16e-11  |     1.9542     7.50e-11  |     1.6098     1.70e-10  |     1.3516     2.85e-10  |     1.1191     4.10e-10  |     0.9125     5.39e-10  |     0.7145     7.42e-10  |     0.5165     1.32e-09  |     0.3616     1.36e-09  |     0.1980     2.05e-09  |  
  861     2.6459     2.38e-11  |     2.3012     4.02e-11  |     1.9564     7.65e-11  |     1.6117     1.64e-10  |     1.3531     2.78e-10  |     1.1204     4.05e-10  |     0.9136     5.50e-10  |     0.7154     7.87e-10  |     0.5171     1.26e-09  |     0.3620     1.33e-09  |     0.1982     2.09e-09  |  
  862     2.6490     2.21e-11  |     2.3038     3.96e-11  |     1.9587     7.66e-11  |     1.6136     1.73e-10  |     1.3547     2.59e-10  |     1.1217     3.88e-10  |     0.9146     5.71e-10  |     0.7162     7.07e-10  |     0.5177     1.18e-09  |     0.3624     1.37e-09  |     0.1985     2.04e-09  |  
  863     2.6521     2.33e-11  |     2.3065     3.89e-11  |     1.9610     7.27e-11  |     1.6154     1.66e-10  |     1.3563     2.67e-10  |     1.1230     4.00e-10  |     0.9157     5.49e-10  |     0.7170     8.10e-10  |     0.5183     1.17e-09  |     0.3628     1.26e-09  |     0.1987     2.07e-09  |  
  864     2.6551     2.15e-11  |     2.3092     3.76e-11  |     1.9632     7.38e-11  |     1.6173     1.63e-10  |     1.3578     2.68e-10  |     1.1243     4.01e-10  |     0.9168     5.47e-10  |     0.7178     7.93e-10  |     0.5189     1.22e-09  |     0.3632     1.29e-09  |     0.1989     2.02e-09  |  
  865     2.6582     2.05e-11  |     2.3119     3.91e-11  |     1.9655     7.30e-11  |     1.6192     1.62e-10  |     1.3594     2.61e-10  |     1.1256     3.93e-10  |     0.9178     5.30e-10  |     0.7187     7.29e-10  |     0.5195     1.19e-09  |     0.3637     1.22e-09  |     0.1991     1.93e-09  |  
  866     2.6613     2.16e-11  |     2.3145     3.91e-11  |     1.9678     7.13e-11  |     1.6210     1.55e-10  |     1.3610     2.76e-10  |     1.1269     3.82e-10  |     0.9189     5.11e-10  |     0.7195     6.95e-10  |     0.5201     1.20e-09  |     0.3641     1.26e-09  |     0.1994     2.01e-09  |  
  867     2.6644     2.10e-11  |     2.3172     3.90e-11  |     1.9701     7.16e-11  |     1.6229     1.57e-10  |     1.3625     2.44e-10  |     1.1282     4.04e-10  |     0.9199     5.54e-10  |     0.7203     7.20e-10  |     0.5207     1.23e-09  |     0.3645     1.28e-09  |     0.1996     1.98e-09  |  
  868     2.6674     2.04e-11  |     2.3199     3.58e-11  |     1.9723     7.30e-11  |     1.6248     1.55e-10  |     1.3641     2.53e-10  |     1.1295     3.93e-10  |     0.9210     5.04e-10  |     0.7212     6.88e-10  |     0.5213     1.17e-09  |     0.3649     1.18e-09  |     0.1998     1.97e-09  |  
  869     2.6705     2.13e-11  |     2.3226     3.72e-11  |     1.9746     6.66e-11  |     1.6267     1.59e-10  |     1.3657     2.45e-10  |     1.1308     3.86e-10  |     0.9221     4.94e-10  |     0.7220     6.59e-10  |     0.5219     1.14e-09  |     0.3654     1.24e-09  |     0.2001     1.92e-09  |  
  870     2.6736     2.12e-11  |     2.3252     3.65e-11  |     1.9769     7.09e-11  |     1.6285     1.56e-10  |     1.3673     2.50e-10  |     1.1321     3.68e-10  |     0.9231     4.81e-10  |     0.7228     6.92e-10  |     0.5225     1.13e-09  |     0.3658     1.25e-09  |     0.2003     1.99e-09  |  
  871     2.6766     1.90e-11  |     2.3279     3.87e-11  |     1.9791     7.18e-11  |     1.6304     1.60e-10  |     1.3688     2.39e-10  |     1.1334     3.56e-10  |     0.9242     4.85e-10  |     0.7237     7.22e-10  |     0.5231     1.15e-09  |     0.3662     1.21e-09  |     0.2005     2.01e-09  |  
  872     2.6797     1.94e-11  |     2.3306     3.39e-11  |     1.9814     7.04e-11  |     1.6323     1.50e-10  |     1.3704     2.54e-10  |     1.1347     3.77e-10  |     0.9253     5.00e-10  |     0.7245     6.54e-10  |     0.5237     1.09e-09  |     0.3666     1.18e-09  |     0.2008     1.96e-09  |  
  873     2.6828     2.06e-11  |     2.3332     3.43e-11  |     1.9837     6.74e-11  |     1.6341     1.53e-10  |     1.3720     2.52e-10  |     1.1360     3.82e-10  |     0.9263     4.91e-10  |     0.7253     6.69e-10  |     0.5243     1.13e-09  |     0.3670     1.18e-09  |     0.2010     1.94e-09  |  
  874     2.6859     1.93e-11  |     2.3359     3.33e-11  |     1.9860     6.56e-11  |     1.6360     1.55e-10  |     1.3736     2.55e-10  |     1.1373     3.62e-10  |     0.9274     4.92e-10  |     0.7261     6.96e-10  |     0.5249     1.08e-09  |     0.3674     1.14e-09  |     0.2012     1.83e-09  |  
  875     2.6889     1.96e-11  |     2.3386     3.26e-11  |     1.9882     6.46e-11  |     1.6379     1.46e-10  |     1.3751     2.26e-10  |     1.1386     3.66e-10  |     0.9284     4.68e-10  |     0.7270     6.40e-10  |     0.5255     1.05e-09  |     0.3679     1.16e-09  |     0.2014     1.77e-09  |  
  876     2.6920     2.11e-11  |     2.3413     3.16e-11  |     1.9905     5.99e-11  |     1.6398     1.43e-10  |     1.3767     2.30e-10  |     1.1399     3.52e-10  |     0.9295     4.71e-10  |     0.7278     6.28e-10  |     0.5261     1.09e-09  |     0.3683     1.10e-09  |     0.2017     1.91e-09  |  
  877     2.6951     1.85e-11  |     2.3439     3.47e-11  |     1.9928     6.36e-11  |     1.6416     1.39e-10  |     1.3783     2.30e-10  |     1.1412     3.35e-10  |     0.9305     4.80e-10  |     0.7286     6.38e-10  |     0.5267     1.10e-09  |     0.3687     1.04e-09  |     0.2019     1.81e-09  |  
  878     2.6982     1.88e-11  |     2.3466     3.56e-11  |     1.9951     6.47e-11  |     1.6435     1.52e-10  |     1.3798     2.31e-10  |     1.1425     3.50e-10  |     0.9316     4.58e-10  |     0.7295     5.76e-10  |     0.5273     1.14e-09  |     0.3691     1.06e-09  |     0.2021     1.75e-09  |  
  879     2.7012     1.86e-11  |     2.3493     3.32e-11  |     1.9973     6.46e-11  |     1.6454     1.39e-10  |     1.3814     2.37e-10  |     1.1438     3.38e-10  |     0.9327     4.60e-10  |     0.7303     6.19e-10  |     0.5279     1.07e-09  |     0.3695     1.10e-09  |     0.2024     1.73e-09  |  
  880     2.7043     1.88e-11  |     2.3519     2.94e-11  |     1.9996     6.25e-11  |     1.6473     1.50e-10  |     1.3830     2.33e-10  |     1.1451     3.43e-10  |     0.9337     4.60e-10  |     0.7311     6.19e-10  |     0.5285     1.07e-09  |     0.3700     1.12e-09  |     0.2026     1.74e-09  |  
  881     2.7074     1.82e-11  |     2.3546     3.02e-11  |     2.0019     6.35e-11  |     1.6491     1.36e-10  |     1.3845     2.42e-10  |     1.1464     3.31e-10  |     0.9348     4.44e-10  |     0.7320     6.28e-10  |     0.5291     1.12e-09  |     0.3704     1.11e-09  |     0.2028     1.69e-09  |  
  882     2.7104     1.94e-11  |     2.3573     2.85e-11  |     2.0041     6.32e-11  |     1.6510     1.39e-10  |     1.3861     2.24e-10  |     1.1478     3.41e-10  |     0.9359     4.50e-10  |     0.7328     6.05e-10  |     0.5297     1.03e-09  |     0.3708     9.95e-10  |     0.2031     1.73e-09  |  
  883     2.7135     1.69e-11  |     2.3600     2.77e-11  |     2.0064     5.89e-11  |     1.6529     1.35e-10  |     1.3877     2.27e-10  |     1.1490     3.22e-10  |     0.9369     4.23e-10  |     0.7336     5.89e-10  |     0.5303     1.07e-09  |     0.3712     1.08e-09  |     0.2033     1.77e-09  |  
  884     2.7166     1.78e-11  |     2.3626     2.93e-11  |     2.0087     5.85e-11  |     1.6547     1.40e-10  |     1.3893     2.21e-10  |     1.1503     3.20e-10  |     0.9380     4.44e-10  |     0.7345     5.44e-10  |     0.5309     1.00e-09  |     0.3716     1.05e-09  |     0.2035     1.65e-09  |  
  885     2.7197     1.71e-11  |     2.3653     3.03e-11  |     2.0110     5.80e-11  |     1.6566     1.36e-10  |     1.3908     2.07e-10  |     1.1517     3.20e-10  |     0.9390     4.34e-10  |     0.7353     5.58e-10  |     0.5315     1.03e-09  |     0.3721     9.92e-10  |     0.2037     1.72e-09  |  
  886     2.7227     1.61e-11  |     2.3680     2.87e-11  |     2.0132     5.33e-11  |     1.6585     1.32e-10  |     1.3924     1.99e-10  |     1.1529     3.32e-10  |     0.9401     4.05e-10  |     0.7361     5.81e-10  |     0.5321     9.93e-10  |     0.3725     9.55e-10  |     0.2040     1.58e-09  |  
  887     2.7258     1.67e-11  |     2.3707     2.78e-11  |     2.0155     5.64e-11  |     1.6603     1.31e-10  |     1.3940     2.09e-10  |     1.1542     2.88e-10  |     0.9412     4.20e-10  |     0.7369     5.91e-10  |     0.5327     9.97e-10  |     0.3729     9.60e-10  |     0.2042     1.58e-09  |  
  888     2.7289     1.53e-11  |     2.3733     2.74e-11  |     2.0178     5.55e-11  |     1.6622     1.32e-10  |     1.3956     1.96e-10  |     1.1556     3.24e-10  |     0.9422     4.10e-10  |     0.7378     5.66e-10  |     0.5333     9.65e-10  |     0.3733     9.17e-10  |     0.2044     1.64e-09  |  
  889     2.7320     1.72e-11  |     2.3760     2.69e-11  |     2.0200     5.50e-11  |     1.6641     1.31e-10  |     1.3971     1.99e-10  |     1.1569     3.11e-10  |     0.9433     4.03e-10  |     0.7386     5.57e-10  |     0.5339     1.00e-09  |     0.3738     9.63e-10  |     0.2047     1.56e-09  |  
  890     2.7350     1.55e-11  |     2.3787     2.62e-11  |     2.0223     5.03e-11  |     1.6660     1.26e-10  |     1.3987     2.02e-10  |     1.1582     3.00e-10  |     0.9443     3.91e-10  |     0.7394     5.67e-10  |     0.5345     9.94e-10  |     0.3742     8.82e-10  |     0.2049     1.46e-09  |  
  891     2.7381     1.55e-11  |     2.3813     2.66e-11  |     2.0246     5.13e-11  |     1.6678     1.32e-10  |     1.4003     2.04e-10  |     1.1595     2.85e-10  |     0.9454     3.89e-10  |     0.7403     5.26e-10  |     0.5351     9.00e-10  |     0.3746     9.39e-10  |     0.2051     1.59e-09  |  
  892     2.7412     1.48e-11  |     2.3840     2.51e-11  |     2.0269     5.25e-11  |     1.6697     1.21e-10  |     1.4018     1.98e-10  |     1.1608     2.94e-10  |     0.9465     3.85e-10  |     0.7411     5.25e-10  |     0.5357     9.59e-10  |     0.3750     8.47e-10  |     0.2054     1.60e-09  |  
  893     2.7443     1.56e-11  |     2.3867     2.40e-11  |     2.0291     5.03e-11  |     1.6716     1.27e-10  |     1.4034     1.93e-10  |     1.1621     2.93e-10  |     0.9475     3.83e-10  |     0.7419     5.12e-10  |     0.5363     9.73e-10  |     0.3754     9.09e-10  |     0.2056     1.52e-09  |  
  894     2.7473     1.51e-11  |     2.3894     2.27e-11  |     2.0314     5.20e-11  |     1.6735     1.21e-10  |     1.4050     1.90e-10  |     1.1634     2.97e-10  |     0.9486     3.99e-10  |     0.7428     4.99e-10  |     0.5369     8.92e-10  |     0.3759     8.23e-10  |     0.2058     1.52e-09  |  
  895     2.7504     1.42e-11  |     2.3920     2.50e-11  |     2.0337     4.96e-11  |     1.6753     1.25e-10  |     1.4066     1.89e-10  |     1.1647     2.94e-10  |     0.9496     3.84e-10  |     0.7436     4.85e-10  |     0.5375     9.33e-10  |     0.3763     8.75e-10  |     0.2061     1.47e-09  |  
  896     2.7535     1.42e-11  |     2.3947     2.35e-11  |     2.0360     4.71e-11  |     1.6772     1.20e-10  |     1.4081     1.90e-10  |     1.1660     2.69e-10  |     0.9507     3.68e-10  |     0.7444     4.77e-10  |     0.5381     9.30e-10  |     0.3767     8.79e-10  |     0.2063     1.44e-09  |  
  897     2.7565     1.38e-11  |     2.3974     2.21e-11  |     2.0382     4.77e-11  |     1.6791     1.19e-10  |     1.4097     1.80e-10  |     1.1673     2.88e-10  |     0.9518     3.71e-10  |     0.7453     4.90e-10  |     0.5387     8.93e-10  |     0.3771     8.36e-10  |     0.2065     1.45e-09  |  
  898     2.7596     1.34e-11  |     2.4001     2.34e-11  |     2.0405     4.33e-11  |     1.6809     1.19e-10  |     1.4113     1.80e-10  |     1.1686     2.77e-10  |     0.9528     3.37e-10  |     0.7461     4.97e-10  |     0.5393     9.06e-10  |     0.3775     8.16e-10  |     0.2067     1.49e-09  |  
  899     2.7627     1.38e-11  |     2.4027     2.22e-11  |     2.0428     4.36e-11  |     1.6828     1.17e-10  |     1.4128     1.81e-10  |     1.1699     2.72e-10  |     0.9539     3.57e-10  |     0.7469     4.58e-10  |     0.5399     9.04e-10  |     0.3780     8.04e-10  |     0.2070     1.39e-09  |  
  900     2.7658     1.43e-11  |     2.4054     2.17e-11  |     2.0450     4.43e-11  |     1.6847     1.09e-10  |     1.4144     1.80e-10  |     1.1712     2.66e-10  |     0.9549     3.39e-10  |     0.7478     4.51e-10  |     0.5405     9.33e-10  |     0.3784     8.08e-10  |     0.2072     1.40e-09  |  
  901     2.7688     1.34e-11  |     2.4081     2.07e-11  |     2.0473     4.40e-11  |     1.6866     1.08e-10  |     1.4160     1.70e-10  |     1.1725     2.57e-10  |     0.9560     3.44e-10  |     0.7486     4.58e-10  |     0.5411     8.47e-10  |     0.3788     7.49e-10  |     0.2074     1.33e-09  |  
  902     2.7719     1.22e-11  |     2.4108     2.09e-11  |     2.0496     4.22e-11  |     1.6884     1.08e-10  |     1.4176     1.87e-10  |     1.1738     2.57e-10  |     0.9571     3.47e-10  |     0.7494     4.68e-10  |     0.5417     8.42e-10  |     0.3792     7.57e-10  |     0.2077     1.32e-09  |  
  903     2.7750     1.35e-11  |     2.4134     2.05e-11  |     2.0519     4.05e-11  |     1.6903     1.07e-10  |     1.4191     1.75e-10  |     1.1751     2.54e-10  |     0.9581     3.58e-10  |     0.7502     4.56e-10  |     0.5423     8.53e-10  |     0.3796     7.16e-10  |     0.2079     1.34e-09  |  
  904     2.7781     1.11e-11  |     2.4161     1.97e-11  |     2.0541     3.93e-11  |     1.6922     1.12e-10  |     1.4207     1.70e-10  |     1.1764     2.57e-10  |     0.9592     3.33e-10  |     0.7511     4.34e-10  |     0.5429     8.88e-10  |     0.3801     7.36e-10  |     0.2081     1.41e-09  |  
  905     2.7811     1.09e-11  |     2.4188     1.88e-11  |     2.0564     4.13e-11  |     1.6940     1.11e-10  |     1.4223     1.73e-10  |     1.1777     2.50e-10  |     0.9603     3.12e-10  |     0.7519     4.36e-10  |     0.5435     8.43e-10  |     0.3805     7.19e-10  |     0.2084     1.30e-09  |  
  906     2.7842     1.17e-11  |     2.4214     1.87e-11  |     2.0587     3.82e-11  |     1.6959     1.04e-10  |     1.4238     1.73e-10  |     1.1790     2.42e-10  |     0.9613     3.23e-10  |     0.7527     4.40e-10  |     0.5441     8.06e-10  |     0.3809     7.13e-10  |     0.2086     1.28e-09  |  
  907     2.7873     1.03e-11  |     2.4241     1.78e-11  |     2.0610     3.79e-11  |     1.6978     1.02e-10  |     1.4254     1.65e-10  |     1.1803     2.40e-10  |     0.9624     2.82e-10  |     0.7536     4.24e-10  |     0.5447     8.14e-10  |     0.3813     6.66e-10  |     0.2088     1.31e-09  |  
  908     2.7904     1.04e-11  |     2.4268     1.66e-11  |     2.0632     3.81e-11  |     1.6997     1.04e-10  |     1.4270     1.65e-10  |     1.1816     2.33e-10  |     0.9634     3.05e-10  |     0.7544     4.02e-10  |     0.5454     8.09e-10  |     0.3817     6.56e-10  |     0.2091     1.32e-09  |  
  909     2.7934     1.03e-11  |     2.4295     1.71e-11  |     2.0655     3.73e-11  |     1.7015     1.02e-10  |     1.4286     1.59e-10  |     1.1829     2.41e-10  |     0.9645     2.95e-10  |     0.7552     3.87e-10  |     0.5460     7.76e-10  |     0.3822     6.62e-10  |     0.2093     1.23e-09  |  
  910     2.7965     1.16e-11  |     2.4321     1.58e-11  |     2.0678     3.52e-11  |     1.7034     9.78e-11  |     1.4301     1.59e-10  |     1.1842     2.34e-10  |     0.9656     3.05e-10  |     0.7561     3.82e-10  |     0.5465     7.79e-10  |     0.3826     6.09e-10  |     0.2095     1.17e-09  |  
  911     2.7996     1.01e-11  |     2.4348     1.60e-11  |     2.0700     3.68e-11  |     1.7053     9.03e-11  |     1.4317     1.60e-10  |     1.1855     2.23e-10  |     0.9666     2.83e-10  |     0.7569     3.85e-10  |     0.5472     7.58e-10  |     0.3830     6.13e-10  |     0.2097     1.14e-09  |  
  912     2.8026     9.65e-12  |     2.4375     1.51e-11  |     2.0723     3.32e-11  |     1.7071     1.01e-10  |     1.4333     1.53e-10  |     1.1868     2.28e-10  |     0.9677     2.97e-10  |     0.7577     3.66e-10  |     0.5477     8.00e-10  |     0.3834     6.06e-10  |     0.2100     1.22e-09  |  
  913     2.8057     9.11e-12  |     2.4402     1.58e-11  |     2.0746     3.10e-11  |     1.7090     9.27e-11  |     1.4348     1.45e-10  |     1.1881     2.15e-10  |     0.9688     2.76e-10  |     0.7585     3.65e-10  |     0.5484     7.86e-10  |     0.3838     6.04e-10  |     0.2102     1.13e-09  |  
  914     2.8088     1.04e-11  |     2.4428     1.51e-11  |     2.0769     3.19e-11  |     1.7109     9.57e-11  |     1.4364     1.55e-10  |     1.1894     2.29e-10  |     0.9698     2.60e-10  |     0.7594     3.67e-10  |     0.5490     7.15e-10  |     0.3843     6.01e-10  |     0.2104     1.09e-09  |  
  915     2.8119     9.86e-12  |     2.4455     1.41e-11  |     2.0791     3.23e-11  |     1.7128     9.39e-11  |     1.4380     1.48e-10  |     1.1907     2.17e-10  |     0.9709     2.45e-10  |     0.7602     3.51e-10  |     0.5495     7.54e-10  |     0.3847     5.70e-10  |     0.2107     1.23e-09  |  
  916     2.8149     9.46e-12  |     2.4482     1.47e-11  |     2.0814     3.05e-11  |     1.7146     9.12e-11  |     1.4396     1.39e-10  |     1.1920     2.11e-10  |     0.9719     2.61e-10  |     0.7610     3.55e-10  |     0.5502     7.24e-10  |     0.3851     5.76e-10  |     0.2109     1.16e-09  |  
  917     2.8180     7.70e-12  |     2.4508     1.33e-11  |     2.0837     3.02e-11  |     1.7165     9.18e-11  |     1.4411     1.39e-10  |     1.1933     2.08e-10  |     0.9730     2.47e-10  |     0.7619     3.27e-10  |     0.5507     7.33e-10  |     0.3855     5.54e-10  |     0.2111     1.12e-09  |  
  918     2.8211     9.89e-12  |     2.4535     1.13e-11  |     2.0859     2.83e-11  |     1.7184     9.10e-11  |     1.4427     1.44e-10  |     1.1946     1.96e-10  |     0.9740     2.54e-10  |     0.7627     3.19e-10  |     0.5514     6.72e-10  |     0.3860     5.49e-10  |     0.2114     1.06e-09  |  
  919     2.8241     8.74e-12  |     2.4562     1.22e-11  |     2.0882     2.64e-11  |     1.7203     9.28e-11  |     1.4443     1.40e-10  |     1.1959     2.06e-10  |     0.9751     2.46e-10  |     0.7635     3.35e-10  |     0.5520     6.81e-10  |     0.3864     5.26e-10  |     0.2116     1.10e-09  |  
  920     2.8272     8.66e-12  |     2.4589     1.23e-11  |     2.0905     2.57e-11  |     1.7221     8.81e-11  |     1.4459     1.34e-10  |     1.1972     2.11e-10  |     0.9762     2.50e-10  |     0.7644     3.40e-10  |     0.5525     6.69e-10  |     0.3868     5.05e-10  |     0.2118     9.91e-10  |  
  921     2.8303     7.51e-12  |     2.4615     1.14e-11  |     2.0928     2.61e-11  |     1.7240     8.72e-11  |     1.4474     1.39e-10  |     1.1985     1.92e-10  |     0.9772     2.21e-10  |     0.7652     3.06e-10  |     0.5532     6.70e-10  |     0.3872     4.95e-10  |     0.2120     1.10e-09  |  
  922     2.8334     7.43e-12  |     2.4642     1.06e-11  |     2.0950     2.68e-11  |     1.7259     8.40e-11  |     1.4490     1.38e-10  |     1.1998     1.84e-10  |     0.9783     2.30e-10  |     0.7660     2.99e-10  |     0.5537     6.68e-10  |     0.3876     4.81e-10  |     0.2123     1.02e-09  |  
  923     2.8365     6.83e-12  |     2.4669     9.69e-12  |     2.0973     2.51e-11  |     1.7277     7.65e-11  |     1.4506     1.28e-10  |     1.2011     1.93e-10  |     0.9794     2.26e-10  |     0.7669     2.93e-10  |     0.5544     6.39e-10  |     0.3881     4.67e-10  |     0.2125     1.02e-09  |  
  924     2.8395     7.25e-12  |     2.4695     1.02e-11  |     2.0996     2.44e-11  |     1.7296     8.57e-11  |     1.4521     1.28e-10  |     1.2024     1.89e-10  |     0.9804     2.19e-10  |     0.7677     2.81e-10  |     0.5550     6.46e-10  |     0.3885     4.86e-10  |     0.2127     9.87e-10  |  
  925     2.8426     7.33e-12  |     2.4722     9.31e-12  |     2.1019     2.20e-11  |     1.7315     7.17e-11  |     1.4537     1.24e-10  |     1.2037     1.83e-10  |     0.9815     2.29e-10  |     0.7685     3.04e-10  |     0.5556     6.08e-10  |     0.3889     4.32e-10  |     0.2130     9.46e-10  |  
  926     2.8457     5.82e-12  |     2.4749     7.50e-12  |     2.1041     2.03e-11  |     1.7333     7.91e-11  |     1.4553     1.20e-10  |     1.2050     1.69e-10  |     0.9825     2.17e-10  |     0.7693     2.65e-10  |     0.5562     6.13e-10  |     0.3893     4.07e-10  |     0.2132     9.29e-10  |  
  927     2.8487     5.74e-12  |     2.4776     9.12e-12  |     2.1064     2.14e-11  |     1.7352     7.73e-11  |     1.4568     1.24e-10  |     1.2063     1.81e-10  |     0.9836     2.01e-10  |     0.7702     2.63e-10  |     0.5568     6.62e-10  |     0.3897     4.03e-10  |     0.2134     9.02e-10  |  
